"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib","sl_10_32_19_2","sl_10_32_19_3","sl_11_19_15_7"
"5361","3","1","1","1","1","1","2","1","4","4","4","2","2","2","4","4","1","2","1","3","2","5","3","2","2","2","2",NA,"1","1","1",NA,"1","1","2","2",NA,NA,"3","Natural science","Federal/national government","AustraliaNZ","S2",1.59280418160753,-2.29309078005197,0.0417162752352795,"S2_2","S2_5","S2_1"
"5371","2","1","2","2","1","1","2","2","2","4","4","2","5","5","2","4","4","3","1","2","1","1","3","3","1","4","1","2","1","1","1","2","2","2","2","2","2","2","1","Natural science","State/regional government","AustraliaNZ","S2",-2.89873213594543,-1.68755447722341,0.0602066670026044,"S2_1","S2_1","S2_2"
"5381","3","2","2","2","2","2","2","2","2","4","5","4","2","2","2","2","2","3","2","2","2","3","2","4","2","1","3",NA,"1","1","1",NA,"1","1","1","2","1","1","1","Natural science","Federal/national government","AustraliaNZ","S2",2.12655259175014,-1.44809997253089,0.0354225645784475,"S2_2","S2_3","S2_1"
"1448","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","4","4","1","1","1","2","1","1","1",NA,NA,"1","2","1","1","1","2","Natural science","Federal/national government","USACanada","S3",-2.03954424276367,1.21684034523888,0.0301846602918085,"S3_1","S3_1","S3_1"
"3102","2","2","2","2","2","2","2","1","2","4","2","4","3","3","1","1","1","1","1","4","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","1","Natural science","Federal/national government","EuroRussia","S3",-0.521072071398598,0.464624507671685,0.00260826461650454,"S3_2","S3_2","S3_1"
"5102","1","2","2","2","2","2","2","2","1","2","3","2","2","4","1","2","1","1","1","2","4","4","2","5","2","2","5","2","1","1",NA,"2","2","1","2","2","2","2","4","Natural science","Federal/national government","USACanada","S3",-1.28423025572187,0.95993898812882,0.0137571895759882,"S3_4","S3_4","S3_1"
"11101","1","1","2","2","2","2","2","1","2","4","1","4","4","3","2","4","1","3","2","1","1","2","4","3","1","3","1","2","1","2","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-3.96301176582508,0.417707278007672,0.084981055772607,"S3_1","S3_2","S3_2"
"12101","1","2","2","1","1","1","2","1","2","2","2","2","3","2","2","2","2","2","2","2","1","3","5","2","1","1","3","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Private foundation","USACanada","S3",-2.91546774825998,0.0758769428509044,0.0455180623806551,"S3_1","S3_3","S3_2"
"1512","1","1","2","2","1","2","2","2","4","4","5","4","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1",NA,"1","1","2","2",NA,"2","2",NA,"1","2","Natural science","Federal/national government","USACanada","S3",-2.42196409737225,-1.52716071515819,0.0438720591024841,"S3_1","S3_2","S3_NA"
"1611","1","2","2","2","2","2","2","2","4","5","5","2","2","5","3","2","2","1","3","1","1","5","1","3","1","1","3","2","1","1","1","1","2","2","2","2","2","1","1","Natural science","State/regional government","USACanada","S3",-1.10228041125094,-0.347995662483088,0.00715022467807814,"S3_1","S3_5","S3_2"
"1712","1","2","2","2","1","2","2","2","1","2","4","2","2","2","3","3","2","1","2","1","1","1","2","3","1","1","2","1","1","1","1",NA,NA,"2","1","2",NA,"2","2","Natural science","Federal/national government","USACanada","S3",-0.738033403750849,0.280078257761767,0.0033347006503218,"S3_1","S3_1","S3_2"
"1812","1","2","2","1","2","2","2","2","2","1","1","4","2","2","2","3","1","3","1","1","2","2","3","3","3","1","2","2","1","1","1","2","2","2","2","2","2","2","2","Natural science","Federal/national government","USACanada","S3",-1.97068852874415,1.51358887547039,0.0330430065617046,"S3_2","S3_2","S3_2"
"1912","1","1","2","2","1","2","2","1","1","2","2","2","3","3","2","3","2","2","2","2","3","3","2","2","2","1","2",NA,"1","1","1","2",NA,"1","1","1",NA,"1","2","Natural science","Federal/national government","USACanada","S3",2.26679354795304,-0.305660377430792,0.0279977285256668,"S3_3","S3_3","S3_1"
"2012","2","2","2","2","2","2","1","2","1","1","3","2","4","3","2","4","2","3","3","3","2","2","3","3","1","1","1","2","1","1","1","1","1","2","1","1",NA,NA,"1","Natural science","State/regional government","USACanada","S3",1.34970481831574,1.31410359454576,0.0189900786305126,"S3_2","S3_2","S3_2"
"2112","1","1","2","2","1","2","1","1","1","1","1","3","2","3","3","3","1","1","1","1","5","5","2","1","1","1","4",NA,"1","1","1",NA,NA,NA,"1","1","1","1","5","Natural science","Federal/national government","USACanada","S3",2.12864294915904,2.5966611277089,0.0603312583983766,"S3_5","S3_5","S3_NA"
"2211","2","2","2","1","1","2","2","1","1","1","3","2","2","4","5","4","1","1","1","4","4","5","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","2","Natural science","State/regional government","USACanada","S3",2.95085977173353,3.2189686532903,0.102048990730381,"S3_4","S3_5","S3_2"
"2312","1","2","2","2","1","2","2","2","1","5","5","2","2","4","2","2","2","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1",NA,"1","1",NA,"1","1","2","Natural science","Federal/national government","USACanada","S3",-0.534107955021097,-0.163811289398942,0.00167022341458836,"S3_1","S3_1","S3_1"
"2412","1","1","2","2","1","2","2","2","2","1","4","2","2","1","3","3","3","3","2","3","1","1","5","3","1","3","3","2","1","2","2","2","2","2","2","2","2","2","2","Natural science","Federal/national government","USACanada","S3",-3.86947384704757,2.54982654280615,0.114919872036824,"S3_1","S3_1","S3_2"
"2512","1","2","2","2","2","2","2","2","3","3","2","2","2","3","1","3","3","3","3","1","1","1","3","3","1","1","1","1","1","1",NA,NA,"1","1",NA,"1","1","1","2","Natural science","Federal/national government","USACanada","S3",0.200097021400143,1.67096126075857,0.015156172029125,"S3_1","S3_1","S3_1"
"2612","1","2","2","2","2","2","2","2","2","2","3","4","2","5","4","5","1","1","5","4","5","5","2","5","2","1","3","2","1","1","1","1","2","2","1","1","2","1","5","Natural science","State/regional government","USACanada","S3",1.77731875634171,3.52729203266689,0.0834864401761993,"S3_5","S3_5","S3_2"
"2712","1","2","2","1","2","2","1","2","1","3","3","4","2","2","1","1","1","1","2","1","1","2","1","2","1","1","3","1","1","1","1","1","1","2","1","1","1",NA,"2","Natural science","Federal/national government","USACanada","S3",0.440371782830366,0.564090571639273,0.00274062493513208,"S3_1","S3_2","S3_2"
"2811","1","2","2","2","2","2","2","2","2","2","3","2","4","4","3","3","1","1","1","2","4","5","2","2","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S3",3.14378634152717,1.04155857729734,0.0586962073170408,"S3_4","S3_5","S3_1"
"2912","1","2","2","1","1","2","2","1","2","3","4","2","2","4","3","3","2","4","1","4","3","3","2","3","2","2","2","1","1","1","2","2","2","1","1","2","1","2","1","Natural science","State/regional government","USACanada","S3",1.5241294651505,0.402314518310021,0.0132974841896474,"S3_3","S3_3","S3_1"
"3012","1","2","2","2","2","2","2","1","1","2","5","2","2","4","5","5","1","1","1","5","1","5","5","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S3",1.95415729848276,3.9662359329617,0.104619974872139,"S3_1","S3_5","S3_1"
"3112","1","2","2","1","2","2","1","2","1","2","2","4","2","2","1","2","1","1","1","1","1","5","3","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","Natural science","Federal/national government","USACanada","S3",-3.46160083166876,1.4809710014512,0.0758622221011437,"S3_1","S3_5","S3_2"
"3212","1","2","2","2","2","2","2","2","1","2","4","2","4","2","1","1","2","2","1","1","1","1","4","3","1","1","1","2","1","1","2","2","2",NA,NA,"2","2","2","2","Natural science","Federal/national government","USACanada","S3",-4.19983177859461,0.425794048059038,0.0953626211314624,"S3_1","S3_1","S3_NA"
"3312","2","2","2","2","2","2","1","2","2","2","2","4","4","2","2","3","2","2","2","1","1","5","2","4","1","1","2","2","1","1",NA,"2","2","1","2","2","1","1","2","Natural science","State/regional government","USACanada","S3",-0.456841295358347,-0.517049913661408,0.00254753903737805,"S3_1","S3_5","S3_1"
"3712","2","2","2","2","2","2","2","2","1","1","4","4","2","5","2","1","1","1","1","1","1","1","3","4","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","Natural science","Federal/national government","EuroRussia","S3",-3.93770813463821,0.384554341699274,0.0837688713113188,"S3_1","S3_1","S3_2"
"3811","1","2","1","2","2","1","2","1","5","5","5","4","4","5","2","3","1","1","2","2","1","2","2","4","2","1","3","2","1","1","1","2","2","1","2","2","2","1","1","Physical science","Other","EuroRussia","S3",-0.981800227206915,-3.49557985206442,0.0705485039199893,"S3_1","S3_2","S3_1"
"4212","1","1","1","1","1","2","2","1","4","4","5","4","4","5","1","4","2","1","2","1","1","3","2","5","1","1","1","2","1","1",NA,"2","2",NA,"2","1","2","2","1","Natural science","Federal/national government","USACanada","S3",-2.21497051230052,-3.24914954412287,0.0827501637702232,"S3_1","S3_3","S3_NA"
"4410","2","1","2","2","1","2","2","2","4","4","5","2","2","3","3","2","1","2","2","3","1","1","2","4","1","1","2","2","2","1","2","2","2","2","2","2","2",NA,"2","Physical science","Federal/national government","USACanada","S3",-2.45602725835044,-1.12678701063635,0.0390749407257535,"S3_1","S3_1","S3_2"
"4512","2","2","1","2","1","2","1","2","4","4","4","3","2","3","1","3","4","4","1","1","2","2","3","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","Natural science","Federal/national government","USACanada","S3",1.68244316963689,-1.20497478914077,0.0229181010636923,"S3_2","S3_2","S3_1"
"4612","3","2","2","2","2","2","2","1","1","1","1","4","4","4","2","2","2","1","2","1","1","2","2","1","1","1","1",NA,"1","1","1",NA,"1","1","1","1",NA,"1","1","Natural science","Other","USACanada","S3",0.364297345291544,0.692024698908177,0.0032730174709636,"S3_1","S3_2","S3_1"
"4712","1","1","2","2","1","2","2","1","2","2","2","2","3","2","1","2","2","2","2","1","1","2","4","3","1","1","1","2","1",NA,"1","2","2","1",NA,"2",NA,"2","2","Natural science","Federal/national government","USACanada","S3",-2.353152321772,-0.506193657513065,0.0310040600856002,"S3_1","S3_2","S3_1"
"4912","2","2","2","1","2","2","2","2","1","2","4","4","4","5","1","2","2","2","2","1","1","5","4","4","1","1","1","2","1","1","2","2","2","2","2","1","1","2","1","Natural science","State/regional government","USACanada","S3",-2.3962585393129,-0.526383036882105,0.0322112248105309,"S3_1","S3_5","S3_2"
"5012","1","2","2","2","2","2","2","2","1","2","4","4","2","2","2","2","2","2","1","1","1","2","1","3","1","1","1",NA,NA,"1","1","1","1","2","2","1","1","1","1","Physical science","Federal/national government","USACanada","S3",-0.694733355978566,0.448268782655004,0.0036582624033715,"S3_1","S3_2","S3_2"
"5112","3","2","2","2","2","2","2","1","2","1","4","2","3","4","1","2","2","1","2","1","1","2","1","2","1","1","2","1",NA,"1","1",NA,"1","1",NA,"1","1","1","1","Natural science","Federal/national government","EuroRussia","S3",1.02699369982748,0.32960072040402,0.00622564884250445,"S3_1","S3_2","S3_1"
"5312","2","2","2","2","1","2","2","1","2","4","3","4","4","5","2","3","2","2","2","2","3","5","2","3","2","2","3","1","1","1","2",NA,"2","2","2","2","1","1","2","Physical science","Federal/national government","USACanada","S3",1.76815780911923,-1.25304765412551,0.0251332421023611,"S3_3","S3_5","S3_2"
"5411","1","2","2","2","2","2","2","2","2","1","4","2","2","2","1","2","2","2","1","1","1","1","4","2","1","1","1","2","1","1","1","2","2","2","2","2","2","2","1","Natural science","Federal/national government","USACanada","S3",-4.53754841046172,0.823421518049436,0.11381171779104,"S3_1","S3_1","S3_2"
"5611","1","2","2","1","2","2","1","2","4","5","4","2","4","2","2","3","1","1","1","1","1","3","2","5","1","1","1","2","1","1","2","2","2",NA,NA,NA,NA,"2","2","Physical science","Federal/national government","USACanada","S3",-2.24296844998946,-1.65581953318364,0.0415950928083006,"S3_1","S3_3","S3_NA"
"5711","1","2","2","2","1","2","2","2","2","5","4","2","4","2","1","1","3","1","3","1","1","1","3","4","1","1","2","2","2","1",NA,"2","2","2","2","2","2",NA,"1","Physical science","Private foundation","USACanada","S3",-4.02861966237872,-0.731608505317387,0.0897175670494573,"S3_1","S3_1","S3_2"
"5911","2","2","2","2","1","2","2","2","2","4","5","2","2","5","2","2","1","1","1","1","1","1","1","5","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","Natural science","Federal/national government","AustraliaNZ","S3",-2.81247459893698,-1.17648771622912,0.0497373081855595,"S3_1","S3_1","S3_1"
"6011","2","1","1","2","1","1","1","2","2","2","4","4","4","5","1","1","2","2","1","1","1","1","5","5","1","1","2",NA,"1","1","1","2","2","1","1","2","1","2","1","Physical science","Other","USACanada","S3",-2.14703495465164,-3.00534311110246,0.0730039523801831,"S3_1","S3_1","S3_1"
"6211","1","1","1","2","1","2","2","2","1","1","2","4","2","1","2","2","2","2","2","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","1","2",NA,NA,"1","Physical science","Federal/national government","USACanada","S3",-1.74638014331839,-0.18651743355405,0.016507322295247,"S3_1","S3_2","S3_1"
"6311","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","4","2","1","1","1","1","3","2","1","1","3","2","1","1",NA,"2","2","1","1","2",NA,"2","2","Physical science","Federal/national government","USACanada","S3",-2.9655154953288,1.93466351350765,0.0670924961701993,"S3_1","S3_1","S3_1"
"6611","2","2","2","2","2","1","2","1","3","4","3","3","3","5","2","3","2","3","3","3","4","5","1","3","2","1","3","1","1","1","2",NA,"2","1","2","2",NA,"2","5","Natural science","Federal/national government","EuroRussia","S3",2.12400765961035,0.0605774232874152,0.0241623123157725,"S3_4","S3_5","S3_1"
"6711","2","1","2","2","2","1","2","2","1","5","4","2","4","3","4","4","2","2","3","1","1","2","3","5","2","1","2","2","1","1","2","2",NA,"2",NA,NA,"2","2","1","Physical science","Other","USACanada","S3",-1.69791850776691,-1.57672572173294,0.028732003964492,"S3_1","S3_2","S3_2"
"6811","2","1","1","2","1","1","1","2","4","5","5","4","4","5","2","2","3","1","3","2","1","3","1","3","1","1","1",NA,"1","1",NA,NA,"1","1",NA,"1","1","1","1","Physical science","Federal/national government","EuroRussia","S3",1.11381728480054,-4.10676438605462,0.0968942932378094,"S3_1","S3_3","S3_1"
"6911","2","2","2","1","2","2","1","2","1","1","3","4","4","5","4","4","5","5","5","1","5","5","1","4","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S3",3.1315856887233,5.52749281064947,0.215985422107489,"S3_5","S3_5","S3_1"
"7011","1","2","2","2","2","2","2","2","2","3","4","3","3","1","2","2","2","2","2","1","3","5","1","2","2","1","3","1","1","1","1","1",NA,"1","1","1","1","1","1","Natural science","Federal/national government","EuroRussia","S3",3.0046596121437,1.00439832683919,0.053711624914528,"S3_3","S3_5","S3_1"
"7111","1","2","2","2","2","2","2","2","1","1","1","4","2","1","1","1","4","4","5","1","1","1","5","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","1","Natural science","Federal/national government","EuroRussia","S3",-5.46260209147266,4.88806572671758,0.287551734562514,"S3_1","S3_1","S3_2"
"7411","2","2","1","2","2","1","2","2","1","3","4","3","3","4","2","2","2","3","2","1","1","1","4","1","1","1","2","1","1","1","1","1","1","1",NA,NA,"1",NA,"1","Natural science","Federal/national government","AustraliaNZ","S3",0.758597104627729,-0.498892171983769,0.00441155495876932,"S3_1","S3_1","S3_1"
"7511","2","2","1","2","1","2","2","2","2","4","3","3","3","3","3","4","2","1","1","1","1","2","5","2","1","1","2","2","1","1",NA,"2","2","2",NA,NA,NA,"1","1","Natural science","Federal/national government","EuroRussia","S3",-0.975099512405877,-0.667644661209264,0.00747369633756053,"S3_1","S3_2","S3_2"
"8011","1","2","2","2","1","2","1","2","2","3","3","2","3","2","2","3","3","3","2","1","2","2","2","4","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-1.92195263999364,-0.395356842042661,0.0206042838202409,"S3_2","S3_2","S3_2"
"8111","2","2","2","2","2","2","2","2","2","3","3","4","4","2","2","3","1","1","2","2","2","4","1","2","1","1","3","2","1","1",NA,"2","1","1","2","2","2","1","1","Natural science","Federal/national government","USACanada","S3",0.0686847455737202,-0.453898523478678,0.0011277769476797,"S3_2","S3_4","S3_1"
"8211","1","1","1","2","1","1","2","1","2","4","5","3","3","3","2","4","1","1","1","1","2","2","2","5","2","1","2","1","1","1","1","1","1","1","1",NA,"1","1","1","Natural science","Federal/national government","USACanada","S3",2.40175466679327,-2.7210106617089,0.0704913197662787,"S3_2","S3_2","S3_1"
"8311","1","2","2","1","2","2","2","2","1","1","3","4","4","3","2","4","2","2","1","2","1","1","5","3","1","2","1","2","1","2","2","2","2","2","1","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-3.71713446140205,1.64265114957535,0.0883816471743939,"S3_1","S3_1","S3_2"
"8711","2","1","2","2","1","2","2","1","5","1","2","4","4","4","1","2","1","1","2","2","2","2","3","4","2","1","4",NA,"1","1","1","2","2","1",NA,"1","1",NA,"4","Natural science","Federal/national government","EuroRussia","S3",0.536792075473029,-2.06230782811271,0.0243024199837608,"S3_2","S3_2","S3_1"
"8911","3","2","1","2","2","2","2","2","2","3","4","4","2","5","2","3","2","3","3","1","1","2","3","4","1","2","2","1","1","1","1","2","2","1","1","1","2","1","1","Natural science","Federal/national government","EuroRussia","S3",0.282132759228714,-1.07067193524921,0.00656056850789769,"S3_1","S3_2","S3_1"
"9011","2","2","2","2","2","2","2","2",NA,"1","1","4","4","2","1","2","1","2","3","1","1","4","2","2","1","2","1","1","1",NA,"1","2","2","2","2","1","1","1","2","Natural science","Federal/national government","EuroRussia","S3",-1.10358000771356,1.27694278990964,0.0152435153719891,"S3_1","S3_4","S3_2"
"9111","1","1","1","2","1","2","2","1","2","2","3","3","3","4","1","1","1","1","2","2","2","4","1","4","1","1","3",NA,"1","1",NA,"1",NA,"1","1","1","1","1","1","Natural science","Federal/national government","EuroRussia","S3",2.05585266571976,-1.67132749600376,0.0375666119929014,"S3_2","S3_4","S3_1"
"9211","2","2","2","2","1","2","2","1","1","1","2","4","4","3","3","4","3","2","2","1","1","5","1","2","1","1","3",NA,"1","1","1","2",NA,"1",NA,"1",NA,"1","1","Natural science","Federal/national government","EuroRussia","S3",1.02067630284802,0.842040445099566,0.00936942181274071,"S3_1","S3_5","S3_1"
"9411","1","2","2","2","2","2","2","2","1","1","1","4","2","1","1","5","1","1","1","1","1","2","5","1","1","2","1","2","1","1",NA,"2","2","2","2",NA,"2","2","1","Natural science","Federal/national government","USACanada","S3",-4.63866175941157,3.21673916373828,0.170522466878389,"S3_1","S3_2","S3_2"
"9611","2","2","2","2","1","2","2","2","1","1","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","1","3","1","1","1","1",NA,"1","1","1",NA,"1",NA,"2","Natural science","Federal/national government","AustraliaNZ","S3",3.82861026198272,2.38215387049668,0.10881100859267,"S3_3","S3_3","S3_1"
"9911","1","1","2","2","1","2","2","2","1","4","4","2","2","4","2","2","4","5","5","2","1","4","3","4","2","1","1",NA,"1","1","1","2","2","2",NA,"2",NA,"2","2","Natural science","State/regional government","AustraliaNZ","S3",-1.5585620532142,0.232517942513893,0.0132886685453538,"S3_1","S3_4","S3_2"
"10011","1","2","2","2","2","2","2","2","2","2","2","2","2","3","1","3","3","3","4","1","1","1","4","2","1","2","1","2","1",NA,"1","2","2","2","2","2","2","2","2","Natural science","Federal/national government","USACanada","S3",-4.04109052645234,2.10641115322024,0.111136046319586,"S3_1","S3_1","S3_2"
"10110","2","2","2","2","2","2","1","1","2","2","3","2","2","3","2","2","2","4","1","1","2","4","2","3","2","1","3","1","1","1","1","1",NA,"1",NA,"1","1","1","4","Natural science","Federal/national government","EuroRussia","S3",3.20929546729776,0.349224730535182,0.0557705496761329,"S3_2","S3_4","S3_1"
"10310","3","2","2","2","2","2","2","1","1","1","1","2","2","3","1","1","2","1","1","1","1","2","2","1","1","2","4","1","1","1","1","1",NA,NA,NA,"1","1","1","2","Natural science","Federal/national government","AustraliaNZ","S3",0.506199569702379,2.34046276020831,0.030685358912599,"S3_1","S3_2","S3_NA"
"10611","1","2","2","2","2","2","2","2","2","2","2","4","4","5","1","1","3","2","1","1","1","1","5","1","1","4","1","2","2","2","2","2","2","2","2","2","2","2","1","Natural science","Federal/national government","EuroRussia","S3",-6.09821002756258,1.52441819343215,0.21144743134232,"S3_1","S3_1","S3_2"
"10711","1","2","2","2","2","2","2","2","2","1","2","2","2","1","4","3","2","2","2","1","1","1","5","4","1","1","3","2","1","1","1","2","2","2","2","2","2","2","1","Natural science","Federal/national government","USACanada","S3",-3.73700244777202,2.22524813377903,0.101233340673188,"S3_1","S3_1","S3_2"
"10811","1","1","1","2","2","2","2","1","1","2","2","2","3","2","2","3","2","2","2","2","1","3","1","1","1","1","1",NA,"1","1",NA,NA,"1","2","2","2",NA,"1","1","Natural science","Federal/national government","AustraliaNZ","S3",-0.6125600674422,-0.160012877916578,0.00214505151749218,"S3_1","S3_3","S3_2"
"11211","2","2","2","2","2","2","2","1","2","2","3","4","2","3","3","3","4","4","4","2","2","4","3","3","1","1","1","1",NA,"2","1","1","1",NA,"2","2",NA,NA,"1","Natural science","Federal/national government","EuroRussia","S3",1.1252223069257,1.69896012181433,0.0222224711654092,"S3_2","S3_4","S3_NA"
"11310","3","1","1","2","1","2","2","2","4","5","5","4","4","2","1","2","1","1","3","1","1","1","1","3","1","1","1","2","1","1","1","2","2","1","1","2","2",NA,"1","Natural science","Federal/national government","EuroRussia","S3",-2.27202054937282,-2.55358616238792,0.06252059811123,"S3_1","S3_1","S3_1"
"11411","1","1","1","2","2","2","2","2","3","3","4","3","2","3","1","1","2","1","1","1","1","1","4","2","1","1","1","2","1","1","2","2","2","2","2","2","2","2","1","Natural science","Private foundation","AustraliaNZ","S3",-4.47948465559006,-0.458865033348339,0.108508256034075,"S3_1","S3_1","S3_2"
"11510","1","2","2","2","2","2","2","2","4","4","4","2","2","4","1","1","1","1","1","1","1","5","1","4","1","1","1","2","1","1",NA,"2","2","1","1","2","2","1","1","Natural science","Federal/national government","USACanada","S3",-2.2058053128686,-0.714998411355999,0.0287737911758522,"S3_1","S3_5","S3_1"
"11711","1","2","2","2","2","1","2","2","2","2","4","4","4","5","2","3","3","3","5","1","1","1","5","2","1","1","1","2","1","1",NA,"2","2","2","2","2","2","2","2","Natural science","Federal/national government","AustraliaNZ","S3",-4.12901981018609,0.827067410180935,0.0948968159585525,"S3_1","S3_1","S3_2"
"11910","2","2","2","2","2","2","2","2","1","1","3","3","3","3","4","5","1","2","2","5","5","5","2","3","3","1","3",NA,"1","1","1",NA,NA,"1","1","1",NA,"1","1","Natural science","Local government","AustraliaNZ","S3",4.11899382939327,4.31469564726031,0.190419853129238,"S3_5","S3_5","S3_1"
"12111","1","2","2","2","2","2","2","2","2","1","4","4","2","5","1","1","3","2","2","1","1","2","2","2","1","1","1","2","1","1",NA,"2","2",NA,"2",NA,"1",NA,"1","Natural science","Federal/national government","AustraliaNZ","S3",-2.28582617643487,-0.339922618144675,0.0285797943850953,"S3_1","S3_2","S3_NA"
"12311","1","2","2","1","2","2","2","2","1","1","1","2","2","2","1","2","2","2","1","1","1","1","5","2","2","1","1","2","1","1","1","2","1","2","2","2","2","2","1","Natural science","Federal/national government","USACanada","S3",-3.99553368767293,2.39592585348169,0.116152352823429,"S3_1","S3_1","S3_2"
"12411","1","2","2","2","2","2","2","2","4","4","4","4","4","4","2","2","2","2","2","2","5","5","3","3","3","1","3","1","1","1","1",NA,NA,"1","1","1","1","1","5","Natural science","Federal/national government","USACanada","S3",3.21272821077259,-0.225909791447283,0.0555089830257093,"S3_5","S3_5","S3_1"
"12511","2","1","2","2","1","2","1","2","1","4","4","4","4","5","2","5","2","2","1","2","1","2","3","3","1","1","1","2","1","1","1","2","2","1","1","2","2","1","1","Natural science","Other","USACanada","S3",-0.751623408391679,-1.70366295298079,0.0185557202969108,"S3_1","S3_2","S3_1"
"12611","1","2","2","2","2","2","2","2","2","4","4","4","4","5","3","3","1","1","2","1","3","4","2","3","2","1","3","1","1","1","1","1","1",NA,NA,NA,NA,"1","4","Natural science","Private foundation","USACanada","S3",2.66427799904868,-1.19381295115059,0.0456136242339114,"S3_3","S3_4","S3_NA"
"12711","2","2","2","2","2","2","2","2","4","4","4","4","4","4","2","2","2","2","2","2","2","2","2","4","2","1","3","2","1","1","1","2","2","2",NA,"2","1",NA,"1","Natural science","State/regional government","USACanada","S3",0.201481063049935,-2.71272671633399,0.0395981112612928,"S3_2","S3_2","S3_2"
"12811","2","2","2","2","2","2","1","2","2","2","3","4","4",NA,"2","4","1","2","1","2","4","5","1","2","2","1","5","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Other","USACanada","S3",4.0763522426519,0.851015402820244,0.0927991982014997,"S3_4","S3_5","S3_1"
"12911","3","1","2","2","1","2","2","2","1","4","3","4","3","4","1","2","2","2","1","1","4","5","1","4","1","1","4",NA,"1","1","1",NA,"1","1","1",NA,"1","1","1","Natural science","Federal/national government","USACanada","S3",2.10332437072691,-1.27346109255454,0.0323532661048983,"S3_4","S3_5","S3_1"
"13011","1","1","2","2","2","2","2","2","1","1","3","4","4","4","5","5","1","2","2","3","3","5","1","1","3","1","3","1","1","1","1","1","1","1","1","2","1","1","1","Natural science","State/regional government","USACanada","S3",3.3017555103284,3.29583738843056,0.116470141378794,"S3_3","S3_5","S3_1"
"13111","1","2","2","2","1","2","1","2","2","4","4","4","4",NA,"2","4","1","2","3","2","2","4","3","4","2","2","2","2","1","1",NA,"2",NA,"2",NA,"2","2","2","1","Natural science","Federal/national government","USACanada","S3",-0.400803640138654,-2.56882454517449,0.0361732885180077,"S3_2","S3_4","S3_2"
"13211","3","2","2","2","2","2","2","2","2","3","3","3","3","2","1","3","3","3","3","3","2","2","3","3","2","2","3","1","1","1",NA,"2","1","1","1",NA,NA,"1","1","Natural science","Private foundation","USACanada","S3",2.53391040104295,0.866754805099628,0.0383805709790495,"S3_2","S3_2","S3_1"
"13311","2","2","2","2","2","1","1","1","2","3","4","4","2","3","1","3","1","1","1","1","3","3","1","3","2","1","3","1","1","1","1","1","1","1","1",NA,NA,"1","2","Natural science","State/regional government","USACanada","S3",2.88770494050212,-0.679814053715397,0.0470982313566276,"S3_3","S3_3","S3_1"
"13511","2","2","2","2","2","2","2","2","1","1","1","4","4","5","2","4","2","2","2","2","2","5","2","4","1","2","2","1","1","1","2","1","1","2","2","2","1","1","1","Natural science","Other","USACanada","S3",0.900076862166881,0.614124247131244,0.00635373232362664,"S3_2","S3_5","S3_2"
"13611","2","2","2","2","2","2","2","2","4","4","4","2","2","2","1","2","4","2","2","1","1","4","1","3","1","1","1","1","1","1","1","2","2","1","1","2","1","2","4","Natural science","Other","USACanada","S3",-0.966284098975305,-0.588338400734742,0.00684906498478704,"S3_1","S3_4","S3_1"
